도그맥스,애견카페,경기,경기 남양주시 와부읍 석실로율석길 108-13,(지번) 와부읍 율석리 242-1,#none,031-521-5311
봉브라더스,애견카페,서울,서울 강남구 강남대로118길 39 2층,(지번) 논현동 181-12,https://blog.naver.com/ekfqhd81,02-548-0888
개떼놀이터 용인점,애견카페,경기,경기 용인시 기흥구 용구대로2335번길 47,(지번) 마북동 494-1,http://www.Instagram.com/mydog_yongin,031-282-2355
카카오독애견카페 목동점,애견카페,서울,서울 강서구 곰달래로60길 33,(지번) 화곡동 782-11,http://blog.naver.com/biber7770,02-2652-6727
다남숲멍빌리지,애견카페,인천,인천 계양구 역골로43번길 7-4,(지번) 다남동 114-25,https://blog.naver.com/coolhy1029,010-2703-6773
우프우프,애견카페,경기,경기 고양시 덕양구 화신로260번길 51 5층,(지번) 화정동 978,http://blog.naver.com/cafewoofwoof,031-979-3585
카페아웃팅,애견카페,경기,경기 가평군 상면 수목원로 135 1층,(지번) 상면 행현리 369-2,http://www.cafeouting.com,0507-1431-2369
개구쟁이,애견카페,광주,광주 북구 석곡로529번길 1-21,(지번) 망월동 822-2,https://www.instagram.com/gagujange/,062-261-2220
카페마리,애견카페,경기,경기 광주시 곤지암읍 광여로 300-85,(지번) 곤지암읍 오향리 21-8,https://www.instagram.com/_xafe_mari/,010-8251-8161
카페몽몽,애견카페,경기,경기 김포시 김포한강9로75번길 102 지오파크 4층 405호,(지번) 구래동 6881-10,https://www.instagram.com/cafe_mongmong,031-981-1584
독스아웃,애견카페,경기,경기 남양주시 화도읍 북한강로 1542-1 1층,(지번) 화도읍 금남리 171-1,https://www.instagram.com/dogsout_cafe/,031-591-0900
강아지똥,애견카페,서울,서울 강남구 논현로115길 71 2층,(지번) 논현동 170,https://www.instagram.com/doggypoo_,02-549-3595
도기온,애견카페,경북,경북 경산시 하양읍 대경로 117,(지번) 하양읍 청천리 550,https://www.instagram.com/doggy_on_official/,
견생역전,애견카페,경기,경기 김포시 양촌읍 김포대로1750번길 29,(지번) 양촌읍 누산리 624-1,https://www.instagram.com/doglife_gimpo/,
애견카페왈,애견카페,경기,경기 수원시 권선구 곡선로50번길 5-3 4층,(지번) 곡반정동 563-1,http://cafewal.smpon.kr/,031-239-4856
반려문화,애견카페,서울,서울 강남구 언주로133길 23,(지번) 논현동 85-13,https://banstory.modoo.at,02-2088-3375
포니테일,애견카페,서울,서울 마포구 광성로6길 36 1층,(지번) 신수동 85-16,http://pawnytail.com,070-8854-3339
멍프리,애견카페,경남,경남 김해시 한림면 한림로343번길 47-199,(지번) 한림면 장방리 277-4,https://www.instagram.com/mungfree/,
써니네,애견카페,서울,서울 마포구 양화로18안길 16 3층,(지번) 동교동 169-29,http://blog.naver.com/sunnynedog,02-334-3712
위드독애견카페,애견카페,경기,경기 안양시 만안구 예술공원로 196 2층,(지번) 안양동 1361,http://0314738114.tshome.co.kr/,031-473-8114
두젠틀,애견카페,서울,서울 동작구 상도로 217-4 한울빌딩 지하1층,(지번) 상도동 26-27,https://dogentle.modoo.at,02-6014-2120
봉봉,애견카페,경기,경기 남양주시 와부읍 수레로116번길 38 1층,(지번) 와부읍 덕소리 87-4,https://www.instagram.com/bongbong_cafe/,031-577-7373
바로나도 수원영통점,애견카페,경기,경기 수원시 영통구 청명로21번길 16 세원빌딩 5층,(지번) 영통동 1029-9,https://www.instagram.com/baronadosw,031-213-1080
안녕아가,애견카페,경기,경기 고양시 일산동구 호수로 336 브라운스톤오피스텔 1층 131호,(지번) 백석동 1330,https://www.facebook.com/hellobaby87,070-8872-5248
피터펫애견카페 부산본점,애견카페,부산,부산 기장군 기장읍 내리1길 13,(지번) 기장읍 내리 346-5,http://www.peterpetcafe.com/,051-727-3342
몽펍피,애견카페,대구,대구 남구 명덕로18길 127 1층,(지번) 대명동 2239-12,https://www.instagram.com/mon_pub.ppy,053-627-3434
도그존,애견카페,서울,서울 송파구 올림픽로12길 28,(지번) 잠실동 204-8,#none,070-7720-0427
쿠치로,애견카페,전북,전북 전주시 완산구 홍산1길 8 4층,(지번) 효자동2가 1156-7,http://blog.naver.com/swagdog,063-222-0196
도그민,애견카페,부산,부산 수영구 광안해변로 239 샤인빌딩 6층,(지번) 민락동 179-1,https://www.instagram.com/dogmin4686/,
개프탑라운지,애견카페,충북,충북 청주시 흥덕구 송화로 156 5층,(지번) 송절동 694,#none,043-900-0733
스타독스,애견카페,경기,경기 파주시 탄현면 국화향길 10-40,(지번) 탄현면 법흥리 227-12,http://cafe.daum.net/hunemala/,
아이러브퍼피 양산점,애견카페,경남,경남 양산시 물금읍 야리로 118 우성프라자 603호,(지번) 물금읍 가촌리 1293-1,http://blog.naver.com/meeee33,055-366-1666
OMW애견카페,애견카페,서울,서울 강서구 화곡로 194-26 1층,(지번) 화곡동 107-13,http://instagram.com/omw_family,010-3663-6778
꾸꾸뚜뚜,애견카페,경기,경기 고양시 덕양구 충장로350번길 82 1층,(지번) 성사동 132-6,https://www.instagram.com/coucou_toutou_,070-4045-8851
몽그라운드카페,애견카페,대전,대전 중구 어덕마을로 42-5,(지번) 목동 72-2,#none,0507-1304-7465
카페댕,애견카페,충남,충남 공주시 반포면 왕흥장악로 865,(지번) 반포면 마암리 588-7,https://www.instagram.com/cafedaeng.official/,
개리비안비치,애견카페,경남,경남 김해시 대동면 대동로 536-19 A동,(지번) 대동면 초정리 346-5,http://0553397486.tshome.co.kr/,055-339-7486
딩가댕가,애견카페,경기,경기 포천시 소흘읍 광릉수목원로 1104 나동,(지번) 소흘읍 이동교리 523-3,https://www.instagram.com/dingga_dangga/,010-9606-0220
애코랜드,애견카페,부산,부산 해운대구 구남로12번길 16,(지번) 우동 540-14,#none,051-731-3359
지디파크,애견카페,서울,서울 강서구 양천로27길 167 SH빌딩,(지번) 방화동 120,http://instagram.com/gd__park,02-2663-9003
몽드드뚜뚜,애견카페,경기,경기 포천시 가산면 시우동2길 124,(지번) 가산면 가산리 161-10,https://www.facebook.com/몽드드뚜뚜-Monde_De_Toutou-658158741297687/,0507-1347-0207
브래댄트릿츠 댕댕이라운지,애견카페,경기,경기 수원시 영통구 센트럴파크로127번길 154,(지번) 이의동 1319-10,https://www.instagram.com/bread_n_treats/,070-4110-6789
똥강아지,애견카페,경기,경기 부천시 석천로169번길 34 파크리움 301호,(지번) 중동 1167-3,http://www.instagram.com/dogcafe_puppydung,
동건S애견카페,애견카페,서울,서울 서초구 방배중앙로 157,(지번) 방배동 778-20,#none,02-533-8146
독타곤,애견카페,전북,전북 전주시 완산구 홍산중앙로 37 H열애빌딩 7층,(지번) 효자동3가 1535-3,#none,063-226-1128
보키네강아지,애견카페,대구,대구 달서구 조암로6길 6-34 명품빌딩 6층,(지번) 월성동 1814,http://blog.naver.com/loveboki01,053-644-9557
플러피펍,애견카페,경기,경기 여주시 흥천면 문바실길 109,(지번) 흥천면 문장리 423-2,https://www.instagram.com/fluffypup_3,
판갤러리,애견카페,전북,전북 전주시 덕진구 신복로 34-20 1층,(지번) 팔복동1가 197-15,http://www.instagram.com/pann_gallery_,063-211-8131
카페도기,애견카페,경기,경기 수원시 영통구 대학1로8번길 23,(지번) 이의동 1276-1,http://blog.naver.com/cafedog2,031-217-7741
알로하DD,애견카페,경기,경기 화성시 비봉면 남이로 255,(지번) 비봉면 유포리 270,http://www.instagram.com/alohadd_255,031-357-5781
딩고,애견카페,경기,경기 수원시 영통구 태장로54번길 166,(지번) 망포동 599-1,http://www.instagram.com/dogcafedingo,070-4242-5959
퍼니하우스,애견카페,전남,전남 담양군 금성면 금성산성길 280,(지번) 금성면 대성리 30-1,#none,061-381-8888
도그어바웃,애견카페,부산,부산 사하구 다대로 680 3층,(지번) 다대동 1552-11,https://www.instagram.com/dogabout/,051-261-5507
애코랜드,애견카페,부산,부산 해운대구 구남로12번길 16,(지번) 우동 540-14,#none,051-731-3359
지디파크,애견카페,서울,서울 강서구 양천로27길 167 SH빌딩,(지번) 방화동 120,http://instagram.com/gd__park,02-2663-9003
몽드드뚜뚜,애견카페,경기,경기 포천시 가산면 시우동2길 124,(지번) 가산면 가산리 161-10,https://www.facebook.com/몽드드뚜뚜-Monde_De_Toutou-658158741297687/,0507-1347-0207
브래댄트릿츠 댕댕이라운지,애견카페,경기,경기 수원시 영통구 센트럴파크로127번길 154,(지번) 이의동 1319-10,https://www.instagram.com/bread_n_treats/,070-4110-6789
똥강아지,애견카페,경기,경기 부천시 석천로169번길 34 파크리움 301호,(지번) 중동 1167-3,http://www.instagram.com/dogcafe_puppydung,
동건S애견카페,애견카페,서울,서울 서초구 방배중앙로 157,(지번) 방배동 778-20,#none,02-533-8146
독타곤,애견카페,전북,전북 전주시 완산구 홍산중앙로 37 H열애빌딩 7층,(지번) 효자동3가 1535-3,#none,063-226-1128
보키네강아지,애견카페,대구,대구 달서구 조암로6길 6-34 명품빌딩 6층,(지번) 월성동 1814,http://blog.naver.com/loveboki01,053-644-9557
플러피펍,애견카페,경기,경기 여주시 흥천면 문바실길 109,(지번) 흥천면 문장리 423-2,https://www.instagram.com/fluffypup_3,
판갤러리,애견카페,전북,전북 전주시 덕진구 신복로 34-20 1층,(지번) 팔복동1가 197-15,http://www.instagram.com/pann_gallery_,063-211-8131
카페도기,애견카페,경기,경기 수원시 영통구 대학1로8번길 23,(지번) 이의동 1276-1,http://blog.naver.com/cafedog2,031-217-7741
알로하DD,애견카페,경기,경기 화성시 비봉면 남이로 255,(지번) 비봉면 유포리 270,http://www.instagram.com/alohadd_255,031-357-5781
딩고,애견카페,경기,경기 수원시 영통구 태장로54번길 166,(지번) 망포동 599-1,http://www.instagram.com/dogcafedingo,070-4242-5959
퍼니하우스,애견카페,전남,전남 담양군 금성면 금성산성길 280,(지번) 금성면 대성리 30-1,#none,061-381-8888
도그어바웃,애견카페,부산,부산 사하구 다대로 680 3층,(지번) 다대동 1552-11,https://www.instagram.com/dogabout/,051-261-5507
언니네애견카페,애견카페,경기,경기 수원시 영통구 동수원로 542-49 1층,(지번) 원천동 614-2,https://www.instagram.com/unnine_pet.cafe/,031-215-7271
땡스폴애견카페,애견카페,경기,경기 광주시 오포읍 태재로 133,(지번) 오포읍 능평리 433,https://www.instagram.com/THANKS.PAUL/,031-726-2464
돌봄애견카페,애견카페,대전,대전 서구 관저중로64번길 58 크레도빌딩 2층,(지번) 관저동 1536,https://www.instagram.com/dolbom_gwanjeo/,042-542-7515
개떼놀이터 천안아산점,애견카페,충남,충남 아산시 배방읍 배방산길 185,(지번) 배방읍 공수리 410,https://www.instagram.com/mydog_cheonan,041-549-2750
입양뜰,애견카페,서울,서울 관악구 난우2길 9 은연재 2층,(지번) 신림동 613-13,https://www.instagram.com/hdsppl,
똥강아지카페,애견카페,서울,서울 중랑구 용마산로 248 6층 601호,(지번) 면목동 1502-2,http://www.instagram.com/tohari__i,02-435-0722
개판5분전,애견카페,부산,부산 금정구 노포사송로 96,(지번) 노포동 626-4,http://blog.naver.com/hsl9325,
두젠틀 강남점,애견카페,서울,서울 강남구 역삼동 667-10,,#none,02-6259-1436
동몽식탁,애견카페,광주,광주 북구 양일1로 50 1층 108호,(지번) 연제동 217,https://www.dongmongtable.com/,070-8801-2078
펫스토리카페,애견카페,경기,경기 평택시 고덕면 고덕북로 268,(지번) 고덕면 두릉리 296-6,https://www.instagram.com/petstorycafe/,
모어스테이,애견카페,부산,부산 금정구 오시게로 44 2층,(지번) 부곡동 391-27,https://www.instagram.com/morestaycafe_/,051-728-3012
온사이드카페,애견카페,경기,경기 남양주시 퇴계원읍 별내2로 203-11,(지번) 퇴계원읍 퇴계원리 329-17,#none,
푸댕,애견카페,대구,대구 수성구 지범로 11,(지번) 두산동 954-85,https://www.instagram.com/foodeng_/,053-286-0307
빈티지399,애견카페,광주,광주 광산구 평동로 650,(지번) 용곡동 399-3,http://blog.naver.com/vintage399,062-449-1800
독특하개,애견카페,서울,서울 관악구 신림동길 23-1 2층,(지번) 신림동 1438-13,http://cafe.naver.com/unique6dogs,070-7655-4550
퍼펫,애견카페,제주특별자치도,제주특별자치도 제주시 중앙로 204,(지번) 이도일동 1774-19,https://www.instagram.com/perpetjeju/,064-702-2310
독크루 서구점,애견카페,광주,광주 서구 풍암순환로109번길 3,(지번) 풍암동 1090-7,https://cafe.naver.com/hammershouse,010-5912-3348
뭉스벨리,애견카페,서울,서울 강동구 천호대로 1045 3층,(지번) 천호동 452,https://www.instagram.com/moongs_valley/,010-2900-8412
늘푸른초원,애견카페,경기,경기 남양주시 수동면 지둔로 69,(지번) 수동면 운수리 223,http://namyangcafe.com,031-593-5993
독썸플래이스,애견카페,경기,경기 화성시 중리북길 39,(지번) 중동 37,https://www.instagram.com/dogsomeplace_official/,
덕수네애견 동성로직영점,애견카페,대구,대구 중구 동성로5길 50,(지번) 삼덕동1가 17-16,#none,053-252-2956
멍포레스트,애견카페,제주특별자치도,제주특별자치도 제주시 애월읍 평화로 2157,(지번) 애월읍 소길리 155-97,https://www.instagram.com/mungmungforest/,070-8900-5450
카페두유,애견카페,경기,경기 수원시 권선구 금곡로196번길 68,(지번) 금곡동 1124-2,http://blog.naver.com/yee0801,031-297-3465
컴페니언,애견카페,경북,경북 칠곡군 왜관읍 아곡5길 67,(지번) 왜관읍 매원리 530-1,https://www.instagram.com/companion_pet_hotel/,010-9228-3165
쥬쥬펫,애견카페,서울,서울 서대문구 증가로 13-9 2층,(지번) 연희동 133-30,https://blog.naver.com/soyeon3168,02-6216-0028
개버랜드,애견카페,경기,경기 용인시 처인구 중부대로1673번길 18,(지번) 마평동 457-1,http://gaeverland.modoo.at,010-4945-4249
도그하우스,애견카페,대전,대전 중구 동서대로 1369 1층,(지번) 목동 116-32,http://blog.naver.com/dlwjdghk104,042-222-6743
차르도르&펫살롱,애견카페,서울,서울 관악구 보라매로 17 지하1층,(지번) 봉천동 702-102,#none,02-875-1999
카페비앤비,애견카페,경기,경기 용인시 기흥구 탑실로 34,(지번) 공세동 734-4,https://cafebnb.modoo.at,031-285-0932
꽃분이네애견카페,애견카페,충남,충남 천안시 동남구 통정4로 22-25 3층,(지번) 신방동 1550,#none,070-8841-6984
카페제이독,애견카페,경기,경기 평택시 구룡길 78-13,(지번) 용이동 126-9,#none,031-654-0690
멍멍벅스,애견카페,서울,서울 마포구 잔다리로6길 28-1,(지번) 서교동 366-29,https://www.instagram.com/m.m.bucks/,070-4512-3435
카페어질리티,애견카페,서울,서울 강동구 양재대로 1355 2층,(지번) 성내동 428-5,http://www.instagram.com/cafe_agility,010-5414-1355
카페멍 목동점,애견카페,서울,서울 양천구 오목로 337-10 소망빌딩 5층,(지번) 목동 406-271,http://blog.naver.com/cafemung,02-2644-1351
화이트클라우드,애견카페,강원,강원 원주시 판부면 백운정윗길 27,(지번) 판부면 서곡리 1375-1,https://www.instagram.com/white.cloud.wonju/,033-765-0999
스테이지28 웁시데이지,애견카페,서울,서울 강동구 아리수로61길 91-14 2층,(지번) 고덕동 407-2,http://www.stage28.co.kr/,070-7789-1289
어몽더독,애견카페,경기,경기 용인시 처인구 백암면 근곡로107번길 29,(지번) 백암면 가좌리 183-1,https://www.instagram.com/among.the.dog/,070-7543-3812
펫톡 부평문화점,애견카페,인천,인천 부평구 부평문화로 70-2 3층,(지번) 부평동 201-31,#none,070-7767-6021
러브독,애견카페,인천,인천 강화군 내가면 강화서로 48,(지번) 내가면 외포리 473-1,http://www.lovedogschool.com,010-2495-3022
멍그라운드,애견카페,경기,경기 수원시 팔달구 경수대로 424-1 6층,(지번) 인계동 1015-1,http://instagram.com/mung_ground_,
포포앤미루 강동점,애견카페,서울,서울 강동구 양재대로89가길 30 키키빌딩 3층,(지번) 성내동 439-10,http://blog.naver.com/popomiru8825,02-471-8825
레스트펫,애견카페,울산,울산 울주군 서생면 연산1길 109-115 1층,(지번) 서생면 위양리 343-11,http://www.instagram.com/cafe.restpet,052-238-0033
펫아일럿,애견카페,경기,경기 성남시 수정구 수정로 192,(지번) 신흥동 5501,https://cafe.naver.com/isletpet?20110816054222,070-8193-2835
봉봉애견카페,애견카페,인천,인천 미추홀구 경인로 25,(지번) 숭의동 160-42,#none,032-881-8259
멍리버,애견카페,대구,대구 달성군 현풍읍 현풍서로71길 3,(지번) 현풍읍 오산리 636-1,#none,053-616-6591
로뎀하우스,애견카페,경기,경기 의왕시 손골길 20-1,(지번) 내손동 221-7,#none,
독크루,애견카페,광주,광주 광산구 수완로11번안길 15,(지번) 수완동 1521,http://cafe.naver.com/hammershouse,010-5914-3348
강아지정류장,애견카페,서울,서울 강서구 양천로 709 2층,(지번) 염창동 250-8,http://www.instagram.com/puppy__station,02-3662-1207
루프앤독,애견카페,경기,경기 안산시 상록구 중보로 23,(지번) 이동 718-4,#none,031-418-2923
전설의강아지,애견카페,서울,서울 강남구 선릉로115길 22,(지번) 논현동 265-23,https://instagram.com/junsuldog_official,010-5773-0515
도그원애견카페,애견카페,서울,서울 은평구 연서로29길 25 2층,(지번) 갈현동 452-1,http://blog.naver.com/cafedog1,02-357-1591
아웃독,애견카페,경남,경남 진주시 내동면 내축로563번길 37,(지번) 내동면 유수리 717-1,https://www.instagram.com/outdog_jj/,055-756-0742
모찌네호캉스,애견카페,경기,경기 성남시 중원구 산성대로 202 한얼빌딩 4층 401호,(지번) 성남동 2147,https://blog.naver.com/mozzine0574,
헤이독 대전점,애견카페,대전,대전 중구 대흥로157번길 48 3층,(지번) 대흥동 147-9,http://blog.naver.com/s1021024,042-226-7380
잇츠독,애견카페,충남,충남 천안시 동남구 먹거리9길 22 3층,(지번) 신부동 458-4,https://cafeitsdog.modoo.at/,041-900-4567
카페펫토리얼,애견카페,서울,서울 종로구 종로 394 2층,(지번) 숭인동 200-6,#none,02-6952-4099
오시개,애견카페,경기,경기 의정부시 시민로121번길 54,(지번) 의정부동 158-7,https://www.instagram.com/osigae/,070-7543-9104
포레851,애견카페,경기,경기 고양시 덕양구 흥도로 293 1층,(지번) 도내동 851,#none,070-8806-6814
바로나도,애견카페,서울,서울 동대문구 전농로 43,(지번) 답십리동 267-12,http://baronado.modoo.at,
티파니가든,애견카페,경기,경기 광주시 오포읍 보뚱치길 25,(지번) 오포읍 문형리 586-9,https://www.instagram.com/tiffany_garden__/,070-4647-4504
로뎀하우스,애견카페,경기,경기 의왕시 손골길 20-1,(지번) 내손동 221-7,#none,
독크루,애견카페,광주,광주 광산구 수완로11번안길 15,(지번) 수완동 1521,http://cafe.naver.com/hammershouse,010-5914-3348
강아지정류장,애견카페,서울,서울 강서구 양천로 709 2층,(지번) 염창동 250-8,http://www.instagram.com/puppy__station,02-3662-1207
루프앤독,애견카페,경기,경기 안산시 상록구 중보로 23,(지번) 이동 718-4,#none,031-418-2923
전설의강아지,애견카페,서울,서울 강남구 선릉로115길 22,(지번) 논현동 265-23,https://instagram.com/junsuldog_official,010-5773-0515
도그원애견카페,애견카페,서울,서울 은평구 연서로29길 25 2층,(지번) 갈현동 452-1,http://blog.naver.com/cafedog1,02-357-1591
아웃독,애견카페,경남,경남 진주시 내동면 내축로563번길 37,(지번) 내동면 유수리 717-1,https://www.instagram.com/outdog_jj/,055-756-0742
모찌네호캉스,애견카페,경기,경기 성남시 중원구 산성대로 202 한얼빌딩 4층 401호,(지번) 성남동 2147,https://blog.naver.com/mozzine0574,
헤이독 대전점,애견카페,대전,대전 중구 대흥로157번길 48 3층,(지번) 대흥동 147-9,http://blog.naver.com/s1021024,042-226-7380
잇츠독,애견카페,충남,충남 천안시 동남구 먹거리9길 22 3층,(지번) 신부동 458-4,https://cafeitsdog.modoo.at/,041-900-4567
카페펫토리얼,애견카페,서울,서울 종로구 종로 394 2층,(지번) 숭인동 200-6,#none,02-6952-4099
오시개,애견카페,경기,경기 의정부시 시민로121번길 54,(지번) 의정부동 158-7,https://www.instagram.com/osigae/,070-7543-9104
포레851,애견카페,경기,경기 고양시 덕양구 흥도로 293 1층,(지번) 도내동 851,#none,070-8806-6814
바로나도,애견카페,서울,서울 동대문구 전농로 43,(지번) 답십리동 267-12,http://baronado.modoo.at,
티파니가든,애견카페,경기,경기 광주시 오포읍 보뚱치길 25,(지번) 오포읍 문형리 586-9,https://www.instagram.com/tiffany_garden__/,070-4647-4504
퍼피80,애견카페,대구,대구 동구 서촌로7길 7-3,(지번) 덕곡동 715-11,https://instagram.com/bbong__99,010-8823-2636
우다다애견카페,애견카페,부산,부산 기장군 기장읍 기장해안로 114 동부프라자 4층 401호,(지번) 기장읍 시랑리 723-2,http://www.instagram.com/woo_dada_dogcafe,010-6566-7890
홍대동물원,애견카페,서울,서울 마포구 홍익로 15 3층,(지번) 서교동 358-104,#none,02-336-4672
강아지왈츠,애견카페,대전,대전 서구 계룡로491번길 90 씨엘빌딩 6층,(지번) 둔산동 1219,http://blog.naver.com/waltzdogs,070-8886-8989
커피앤퍼피,애견카페,경기,경기 의정부시 오목로225번길 24-12,(지번) 민락동 823,http://blog.naver.com/coffee-puppy,031-851-2224
중독,애견카페,경기,경기 평택시 평택2로 12 2층,(지번) 평택동 43-8,#none,
더공생,애견카페,경기,경기 고양시 일산서구 탄중로 111,(지번) 덕이동 263-19,https://www.instagram.com/thegongsaeng/,
멍멍으르렁컹컹,애견카페,인천,인천 연수구 새말로 82 계양프라자 2층,(지번) 연수동 568-8,https://blog.naver.com/meongkeong,032-544-9990
개랑놀아주는남자,애견카페,서울,서울 서초구 사평대로56길 4 지하1층,(지번) 서초동 1302-50,https://blog.naver.com/ssos303,02-3481-8080
도그스마일,애견카페,경기,경기 화성시 동탄대로 591,(지번) 영천동 658-4,https://www.instagram.com/dogsmile_5937/,031-377-5937
도니바니애견카페,애견카페,서울,서울 노원구 상계로 71-1 2층,(지번) 상계동 595,#none,02-933-1456
놀러오개,애견카페,서울,서울 강서구 까치산로 33 2층,(지번) 화곡동 98-207,#none,
개떼놀이터 인천점,애견카페,인천,인천 계양구 다남로 278,(지번) 목상동 167,https://www.instagram.com/mydog_incheon/,
도그런,애견카페,경기,경기 광주시 오포읍 새말길 214-3,(지번) 오포읍 신현리 466,https://www.instagram.com/dogrun_official,031-726-0929
썸바디독스,애견카페,경기,경기 파주시 운정로 65,(지번) 상지석동 995-9,https://www.instagram.com/somebody_dogs/,010-2493-2492
발넷이야,애견카페,대구,대구 달성군 가창면 가창로176길 33,(지번) 가창면 냉천리 2-29,http://www.balnesia.co.kr/,053-761-7979
개들의정원,애견카페,경기,경기 이천시 설성면 설가로219번길 176,(지번) 설성면 상봉리 511-1,http://www.instagram.com/gardenfordogs,031-642-2373
코코앤몽,애견카페,경기,경기 고양시 덕양구 고양대로 1760 5층,(지번) 삼송동 347-1,https://cocomong2020.modoo.at/,02-302-6607
오멍가멍,애견카페,제주특별자치도,제주특별자치도 제주시 어영길 64-14 1층,(지번) 용담삼동 1206,http://blog.naver.com/gonzo1961,
퍼피앤커피,애견카페,서울,서울 관악구 신원로 40-16 지하1층,(지번) 서원동 1637-18,#none,02-883-1143
함께할개,애견카페,경기,경기 고양시 덕양구 고양대로1978번길 9 1층,(지번) 동산동 44-4,#none,02-356-6906
커멍커멍,애견카페,서울,서울 강서구 강서로 385 우성SB타워 10층 1008호,(지번) 마곡동 727-1271,https://www.instagram.com/come_mung_official,02-6013-5949
꿈냥꿈냥 고양이카페,애견카페,서울,서울 강북구 한천로139길 42 영남빌딩 2층 202호,(지번) 수유동 192-61,http://blog.naver.com/1004meri,010-4204-5085
커피프로그램,애견카페,경기,경기 화성시 팔탄면 3.1만세로 648,(지번) 팔탄면 해창리 168,https://www.instagram.com/coffee_program/,010-4741-3716
댕그라운드,애견카페,충북,충북 청주시 청원구 내수읍 원통숲안1길 30-3,(지번) 내수읍 원통리 251-1,https://www.instagram.com/daengground/,010-2401-9324
트레인독,애견카페,경북,경북 경산시 옥실길 92,(지번) 옥곡동 344,http://www.instagram.com/_traindog/,053-814-0936
멍스토리,애견카페,경기,경기 용인시 기흥구 공세로82번길 32,(지번) 공세동 180-4,https://blog.naver.com/mung_story,
멍뭉,애견카페,대구,대구 달서구 당산로 192 다산빌딩 2층,(지번) 두류동 495-17,#none,070-4098-5789
밥앤독,애견카페,경기,경기 가평군 상면 수목원로 209,(지번) 상면 행현리 501-2,#none,031-585-4566
DDD애견카페,애견카페,경기,경기 성남시 수정구 위례광장로 328,(지번) 창곡동 126-1,https://www.instagram.com/ddd_petcafe/,031-756-1616
멍떼루와,애견카페,경기,경기 양주시 부흥로1907번길 50 1층,(지번) 광사동 215,http://blog.naver.com/mongteruwa,010-5106-5821
멍블럭,애견카페,경기,경기 남양주시 수동면 비룡로1378번길 36-6 1층,(지번) 수동면 내방리 147-9,https://mungblock.modoo.at,031-523-9008
